Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Catholic,2,1652,St Philip's School,Primary,O,60 Junction Road,,BLACKBURN NORTH,VIC,3130,60 Junction Road,,BLACKBURN NORTH,VIC,3130,03 9878 6501,698,Whitehorse (C),-37.80764,145.16659
Catholic,2,1653,Holy Child School,Primary,O,227 Blair Street,,DALLAS,VIC,3047,PO Box 399,,DALLAS,VIC,3047,03 9309 1620,327,Hume (C),-37.66574,144.93198
Catholic,2,1654,Emmanuel College,Secondary,O,423 Blackshaws Road,,ALTONA NORTH,VIC,3025,PO Box 5,,ALTONA NORTH,VIC,3025,03 8325 5100,311,Hobsons Bay (C),-37.83162,144.84239
Catholic,2,1655,St Peter Julian Eymard,Primary,O,Reay Road,,MOOROOLBARK,VIC,3138,PO Box 152,,MOOROOLBARK,VIC,3138,03 9725 0595,745,Yarra Ranges (S),-37.78791,145.31752
Catholic,2,1656,St Damian's School,Primary,O,5 Settlement Road,,BUNDOORA,VIC,3083,PO Box 63,,BUNDOORA,VIC,3083,03 9467 8566,707,Whittlesea (C),-37.69849,145.05722
Catholic,2,1657,St Monica's College,Secondary,O,400 Dalton Road,,EPPING,VIC,3076,400 Dalton Road,,EPPING,VIC,3076,03 9409 8800,707,Whittlesea (C),-37.65518,145.03141
Independent,2,1658,Yarra Valley Grammar,Pri/Sec,O,Kalinda Road,,RINGWOOD,VIC,3134,Kalinda Road,,RINGWOOD,VIC,3134,03 9262 7777,441,Maroondah (C),-37.7837,145.25816
Catholic,2,1659,Christ the King School,Primary,O,79 Wilsons Road,,NEWCOMB,VIC,3219,79 Wilsons Road,,NEWCOMB,VIC,3219,03 5248 1093,275,Greater Geelong (C),-38.16655,144.3931
Catholic,2,1661,Mercy College,Secondary,O,760 Sydney Road,,COBURG,VIC,3058,760 Sydney Road,,COBURG,VIC,3058,03 9319 9299,525,Moreland (C),-37.7304,144.96456
Catholic,2,1663,St Timothy's School,Primary,O,21 Stevens Road,,VERMONT,VIC,3133,21 Stevens Road,,VERMONT,VIC,3133,03 9878 4188,698,Whitehorse (C),-37.84039,145.18365
Catholic,2,1664,St Mary's School,Primary,O,4-12 Duke Street,,MAFFRA,VIC,3860,PO Box 69,,MAFFRA,VIC,3860,03 5147 1334,681,Wellington (S),-37.9635,146.97239
Catholic,2,1665,St Macartan's School,Primary,O,97 Bungower Road,,MORNINGTON,VIC,3931,PO Box 1126,,MORNINGTON,VIC,3931,03 5979 9200,534,Mornington Peninsula (S),-38.22321,145.07046
Catholic,2,1667,St John's School,Primary,O,Jayne Street,,FRANKSTON EAST,VIC,3199,Jayne Street,,FRANKSTON EAST,VIC,3199,03 9789 9794,217,Frankston (C),-38.14582,145.1481
Catholic,2,1669,St Mary's College for the Deaf,Special,O,10A Riddell Road,,WANTIRNA SOUTH,VIC,3152,10A Riddell Road,,WANTIRNA SOUTH,VIC,3152,03 9800 2733,367,Knox (C),-37.8779,145.24279
Catholic,2,1670,John Paul College,Secondary,O,165 Mc Mahons Road,,FRANKSTON,VIC,3199,PO Box 3105,,FRANKSTON EAST,VIC,3199,03 9784 0200,217,Frankston (C),-38.13557,145.13887
Catholic,2,1671,St Anne's School,Primary,O,86-94 Austin Road,,SEAFORD,VIC,3198,PO Box 2059,,SEAFORD,VIC,3198,03 9786 4736,217,Frankston (C),-38.1066,145.14095
Catholic,2,1673,Mazenod College,Secondary,O,Kernot Ave,,MULGRAVE,VIC,3170,PO Box 286,,MULGRAVE,VIC,3170,03 9560 0911,497,Monash (C),-37.9152,145.16614
Catholic,2,1674,St Martin de Porres School,Primary,O,158 Military Road,,AVONDALE HEIGHTS,VIC,3034,158 Military Road,,AVONDALE HEIGHTS,VIC,3034,03 9331 9000,506,Moonee Valley (C),-37.75847,144.86162
Catholic,2,1678,St Gregory the Great School,Primary,O,396 Manningham Road,,DONCASTER,VIC,3108,396 Manningham Road,,DONCASTER,VIC,3108,03 9848 4483,421,Manningham (C),-37.7806,145.12228
Independent,2,1679,Maranatha Christian School,Pri/Sec,O,104-108 Reema Boulevard,,ENDEAVOUR HILLS,VIC,3802,104-108 Reema Boulevard,,ENDEAVOUR HILLS,VIC,3802,03 9709 7209,161,Casey (C),-37.97092,145.27803
Catholic,2,1680,St Kevin's School,Primary,O,26-44 Herlihys Road,,TEMPLESTOWE LOWER,VIC,3107,PO Box 985,,TEMPLESTOWE,VIC,3106,03 9273 9999,421,Manningham (C),-37.76127,145.12287
Catholic,2,1681,St James' School,Primary,O,51 Centre Road,,VERMONT,VIC,3133,51 Centre Road,,VERMONT,VIC,3133,03 9874 1830,698,Whitehorse (C),-37.83675,145.20969
Catholic,2,1682,Good Shepherd School,Primary,O,30 Academy Avenue,,WHEELERS HILL,VIC,3150,30 Academy Avenue,,WHEELERS HILL,VIC,3150,03 9562 0229,497,Monash (C),-37.90812,145.16605
Catholic,2,1684,MacKillop Catholic Regional College,Secondary,O,1 Russell Street,,WERRIBEE,VIC,3030,PO Box 522,,WERRIBEE,VIC,3030,03 8734 5200,726,Wyndham (C),-37.9095,144.6651
Catholic,2,1685,St James'  College,Secondary,O,156 Bignell Road,,BENTLEIGH EAST,VIC,3165,PO Box 77,,BENTLEIGH EAST,VIC,3165,03 9575 8100,231,Glen Eira (C),-37.92647,145.07136
Catholic,2,1689,St Thomas' School,Primary,O,Guthridge Parade,,SALE,VIC,3850,Guthridge Parade,,SALE,VIC,3850,03 5144 1332,681,Wellington (S),-38.0994,147.08331
Catholic,2,1690,St Leo the Great Primary School,Primary,O,389 Mason Street,,ALTONA NORTH,VIC,3025,PO Box 145,,ALTONA NORTH,VIC,3025,03 9391 5522,311,Hobsons Bay (C),-37.83922,144.85169
Catholic,2,1692,St Peter's School,Primary,O,2A Parkside Avenue,,KEILOR EAST,VIC,3033,PO Box 116,,KEILOR EAST,VIC,3033,03 9337 4111,506,Moonee Valley (C),-37.74424,144.85942
Catholic,2,1693,Our Lady Help of Christians School,Primary,O,28 Selby Road,,WARRNAMBOOL EAST,VIC,3280,28 Selby Road,,WARRNAMBOOL EAST,VIC,3280,03 5562 5559,673,Warrnambool (C),-38.38525,142.51953
Catholic,2,1694,Marian College,Secondary,O,11-49 Prince Street,,MYRTLEFORD,VIC,3737,PO Box 215,,MYRTLEFORD,VIC,3737,03 5752 1596,11,Alpine (S),-36.55334,146.72536
Catholic,2,1696,St Martin de Porres School,Primary,O,13-25 Bellin Street,,LAVERTON,VIC,3028,PO Box 153,,LAVERTON,VIC,3028,03 9369 1070,311,Hobsons Bay (C),-37.85378,144.77698
Catholic,2,1697,St Jude the Apostle School,Primary,O,53 George Street,,SCORESBY,VIC,3179,53 George Street,,SCORESBY,VIC,3179,03 9763 7703,367,Knox (C),-37.88984,145.22596
Catholic,2,1699,St Monica's School,Primary,O,137 Brockley Street,,WODONGA WEST,VIC,3690,137 Brockley Street,,WODONGA WEST,VIC,3690,02 6024 3151,717,Wodonga (C),-36.12675,146.87264
Independent,2,1701,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,O,135 York Road,,MOUNT EVELYN,VIC,3796,135 York Road,,MOUNT EVELYN,VIC,3796,03 9738 6000,745,Yarra Ranges (S),-37.79883,145.3671
Independent,2,1706,Melbourne Rudolf Steiner School,Pri/Sec,O,213 Wonga Road,,WARRANWOOD,VIC,3134,213 Wonga Road,,WARRANWOOD,VIC,3134,03 9876 2633,441,Maroondah (C),-37.77722,145.24881
Catholic,2,1709,St Peter's School,Primary,O,Fenton Street,,BENDIGO NORTH,VIC,3550,Fenton Street,,BENDIGO NORTH,VIC,3550,03 5443 9319,262,Greater Bendigo (C),-36.74417,144.27274
Catholic,2,1710,St Mark's School,Primary,O,4-6 Dimar Court,,DINGLEY,VIC,3172,4-6 Dimar Court,,DINGLEY,VIC,3172,03 9551 1150,343,Kingston (C),-37.98666,145.12957
Independent,2,1711,The Currajong School,Special,O,90 Darling Road,,MALVERN EAST,VIC,3145,PO Box 8,,DARLING SOUTH,VIC,3145,03 9571 7869,635,Stonnington (C),-37.87595,145.05995
Independent,2,1712,Nunawading Christian College-Secondary,Secondary,O,161 Central Rd,,NUNAWADING,VIC,3131,PO Box 216,,NUNAWADING,VIC,3131,03 9877 3555,698,Whitehorse (C),-37.82255,145.16902
Independent,2,1714,Eltham College,Pri/Sec,O,1660 Main Road,,RESEARCH,VIC,3095,PO Box 40,,ELTHAM,VIC,3095,03 9437 1421,571,Nillumbik (S),-37.70044,145.19223
Catholic,2,1715,Holy Eucharist School,Primary,O,1A Oleander Drive,,ST ALBANS SOUTH,VIC,3021,1A Oleander Drive,,ST ALBANS SOUTH,VIC,3021,03 8312 0900,118,Brimbank (C),-37.75644,144.81141
Catholic,2,1719,St Paul's Primary School,Primary,O,Fourteenth Street,,MILDURA,VIC,3500,PO Box 4004,,MILDURA,VIC,3502,03 5023 4567,478,Mildura (RC),-34.2046,142.15603
Independent,2,1721,Learning Co-Operative School,Primary,O,10 Laceys Road,,HURSTBRIDGE,VIC,3099,PO Box 140,,HURSTBRIDGE,VIC,3099,03 9718 1481,571,Nillumbik (S),-37.62939,145.21333
Catholic,2,1722,St Peter Apostle School,Primary,O,16-38 Guinane Avenue,,HOPPERS CROSSING,VIC,3029,16-38 Guinane Avenue,,HOPPERS CROSSING,VIC,3029,03 9749 1055,726,Wyndham (C),-37.87464,144.69031
Independent,2,1724,Donvale Christian College,Pri/Sec,O,155 Tindals Road,,DONVALE,VIC,3111,155 Tindals Road,,DONVALE,VIC,3111,03 9844 2471,421,Manningham (C),-37.77403,145.19345
Independent,2,1728,Berengarra School,Special,O,43 Harrison Street,,BOX HILL NORTH,VIC,3129,PO Box 356,,KERRIMUIR,VIC,3129,03 9898 9167,698,Whitehorse (C),-37.80388,145.13214
Independent,2,1729,Sholem Aleichem College,Primary,O,11 Sinclair St,,ELSTERNWICK,VIC,3185,11 Sinclair St,,ELSTERNWICK,VIC,3185,03 8527 3000,231,Glen Eira (C),-37.88229,145.0012
Catholic,2,1733,St John XXIII Primary School,Primary,O,Regal Avenue,,THOMASTOWN EAST,VIC,3074,Regal Avenue,,THOMASTOWN EAST,VIC,3074,03 9465 6066,707,Whittlesea (C),-37.67842,145.0392
Independent,2,1734,Braemar College,Pri/Sec,O,1499 Mt Macedon Rd,,WOODEND,VIC,3442,1499 Mt Macedon Rd,,WOODEND,VIC,3442,03 5427 2500,413,Macedon Ranges (S),-37.36383,144.57598
Catholic,2,1735,School of the Good Shepherd,Primary,O,88 South Circular Road,,GLADSTONE PARK,VIC,3043,PO Box 2400,,GLADSTONE PARK,VIC,3043,03 9338 7686,327,Hume (C),-37.69303,144.88946
Catholic,2,1736,St Agatha's School,Primary,O,Scott Street,,CRANBOURNE,VIC,3977,PO Box 35,,CRANBOURNE,VIC,3977,03 5996 2724,161,Casey (C),-38.11164,145.27885
Catholic,2,1737,Resurrection School,Primary,O,402 Corrigan Road,,KEYSBOROUGH,VIC,3173,402 Corrigan Road,,KEYSBOROUGH,VIC,3173,03 9798 4126,267,Greater Dandenong (C),-37.98994,145.16293
Catholic,2,1739,St Dominic's School,Primary,O,Church Street,,MELTON,VIC,3337,PO Box 298,,MELTON,VIC,3337,03 9743 6225,465,Melton (C),-37.68092,144.58464
Catholic,2,1741,St Francis Xavier School,Primary,O,143 Bacchus Marsh Road,,CORIO,VIC,3214,143 Bacchus Marsh Road,,CORIO,VIC,3214,03 5275 1974,275,Greater Geelong (C),-38.07203,144.35813
Independent,2,1742,Gilson College,Pri/Sec,O,450 Taylors Road,,TAYLORS HILL,VIC,3037,450 Taylors Road,,TAYLORS HILL,VIC,3037,03 9365 9365,465,Melton (C),-37.7246,144.76315
Independent,2,1743,Cheshire School,Special,O,583 Ferntree Gully Road,,GLEN WAVERLEY,VIC,3150,Post Office Box 4190,,MULGRAVE,VIC,3170,03 8562 5100,497,Monash (C),-37.90284,145.15809
Catholic,2,1744,Galen Catholic College,Secondary,O,College Street,,WANGARATTA,VIC,3677,PO Box 630,,WANGARATTA,VIC,3676,03 5721 6322,670,Wangaratta (RC),-36.33875,146.31054
Catholic,2,1747,Holy Spirit School,Primary,O,120 Oban Road,,RINGWOOD NORTH,VIC,3134,120 Oban Road,,RINGWOOD NORTH,VIC,3134,03 9876 1103,441,Maroondah (C),-37.79323,145.23692
Catholic,2,1750,Lumen Christi School,Primary,O,35 Williams Avenue,,CHURCHILL,VIC,3842,PO Box 78,,CHURCHILL,VIC,3842,03 5122 2231,381,Latrobe (C),-38.3164,146.41571
Catholic,2,1751,Holy Saviour Parish School,Primary,O,765 Highbury Road,,VERMONT SOUTH,VIC,3133,765 Highbury Road,,VERMONT SOUTH,VIC,3133,03 9803 6828,698,Whitehorse (C),-37.86234,145.17504
Catholic,2,1752,St Clare's School,Primary,O,Harbard Street,,THOMASTOWN WEST,VIC,3074,Harbard Street,,THOMASTOWN WEST,VIC,3074,03 9465 8535,707,Whittlesea (C),-37.67775,144.99772
Independent,2,1754,Nhill Lutheran School,Primary,O,2 Mackay St,,NHILL,VIC,3418,2 Mackay St,,NHILL,VIC,3418,03 5391 2144,298,Hindmarsh (S),-36.32773,141.66215
Catholic,2,1758,St Anne's School,Primary,O,16 Stewarts Lane,,SUNBURY,VIC,3429,PO Box 264,,SUNBURY,VIC,3429,03 9744 3055,327,Hume (C),-37.56839,144.71746
Catholic,2,1759,Our Lady of the Pines School,Primary,O,77 Carbine Street,,DONVALE,VIC,3111,77 Carbine Street,,DONVALE,VIC,3111,03 9842 2991,421,Manningham (C),-37.77444,145.17721
Catholic,2,1760,St Jude's School,Primary,O,30 Warrandyte Road,,LANGWARRIN,VIC,3910,PO Box 4063,,LANGWARRIN,VIC,3910,03 9789 7581,217,Frankston (C),-38.15528,145.19111
Catholic,2,1761,St Paul's Kealba Catholic School,Primary,O,230-240 Sunshine Avenue,,KEALBA,VIC,3021,230-240 Sunshine Avenue,,KEALBA,VIC,3021,03 9366 6033,118,Brimbank (C),-37.73374,144.81963
Catholic,2,1762,St Elizabeth's School,Primary,O,111 Bakers Road,,DANDENONG NORTH,VIC,3175,111 Bakers Road,,DANDENONG NORTH,VIC,3175,03 9795 5258,267,Greater Dandenong (C),-37.94632,145.19888
Catholic,2,1763,St Joseph the Worker School,Primary,O,79 Wilson Boulevard,,RESERVOIR NORTH,VIC,3073,79 Wilson Boulevard,,RESERVOIR NORTH,VIC,3073,03 9469 7800,189,Darebin (C),-37.70222,144.99292
Catholic,2,1764,Resurrection School,Primary,O,51 Gum Road,,KINGS PARK,VIC,3021,51 Gum Road,,KINGS PARK,VIC,3021,03 8312 6312,118,Brimbank (C),-37.7363,144.77539
Catholic,2,1765,Catholic Regional College,Secondary,O,10 Theodore Street,,ST ALBANS,VIC,3021,PO Box 252,,ST ALBANS,VIC,3021,03 9366 2544,118,Brimbank (C),-37.73889,144.79909
Catholic,2,1766,St Francis Xavier College,Secondary,O,4 Beaconsfield Avenue,,BEACONSFIELD,VIC,3807,PO Box 85,,BEACONSFIELD,VIC,3807,03 9707 3111,145,Cardinia (S),-38.052,145.37311
Independent,2,1767,Holy Trinity Lutheran College,Pri/Sec,O,Trinity Drive,,HORSHAM,VIC,3400,PO Box 822,,HORSHAM,VIC,3402,03 5382 2529,319,Horsham (RC),-36.70818,142.21775
Independent,2,1770,Plenty Valley International Montessori School,Primary,O,315 Aqueduct Rd,,ST HELENA,VIC,3088,315 Aqueduct Rd,,ST HELENA,VIC,3088,03 9438 3202,66,Banyule (C),-37.68407,145.13709
Independent,2,1771,Waverley Christian College,Pri/Sec,O,1248 High Street Road,,WANTIRNA SOUTH,VIC,3152,PO Box 395,,VERMONT,VIC,3133,03 9871 8600,367,Knox (C),-37.88014,145.2153
Independent,2,1773,The King David School,Pri/Sec,O,517-519 Orrong Road,,ARMADALE,VIC,3143,PO Box 286,,MALVERN,VIC,3144,03 9529 5277,635,Stonnington (C),-37.85823,145.0105
Independent,2,1775,Westbourne Grammar School,Pri/Sec,O,300 Sayers Rd,,TRUGANINA,VIC,3029,Post Office Box 37,,WERRIBEE,VIC,3030,03 9731 9444,726,Wyndham (C),-37.85084,144.7249
Catholic,2,1778,Nazareth School,Primary,O,14-16 Griffith Street,,GROVEDALE,VIC,3216,14-16 Griffith Street,,GROVEDALE,VIC,3216,03 5243 0502,275,Greater Geelong (C),-38.20252,144.33011
Catholic,2,1779,St Augustine's Primary School,Primary,O,Augustine's Way,,KEILOR,VIC,3036,Augustine's Way,,KEILOR,VIC,3036,03 9336 4294,118,Brimbank (C),-37.71063,144.82052
Catholic,2,1780,St Anthony's School,Primary,O,Wilson Road,,MELTON SOUTH,VIC,3338,PO Box 2312,,MELTON SOUTH,VIC,3338,03 8099 7800,465,Melton (C),-37.70966,144.5729
Catholic,2,1781,St Thomas the Apostle School,Primary,O,251 Diamond Creek Road,,GREENSBOROUGH NORTH,VIC,3088,251 Diamond Creek Road,,GREENSBOROUGH NORTH,VIC,3088,03 9434 4565,571,Nillumbik (S),-37.68219,145.11911
Catholic,2,1782,St Luke's School,Primary,O,25 Stokes Road,,WANTIRNA,VIC,3152,25 Stokes Road,,WANTIRNA,VIC,3152,03 9801 6917,367,Knox (C),-37.85338,145.23507
Catholic,2,1784,St Peter's School,Primary,O,2A Killeen Street,,SUNSHINE SOUTH WEST,VIC,3020,2A Killeen Street,,SUNSHINE SOUTH WEST,VIC,3020,03 8312 6900,118,Brimbank (C),-37.80028,144.81962
Independent,2,1787,Northside Christian College,Pri/Sec,O,31 McLeans Rd,,BUNDOORA,VIC,3083,31 McLeans Rd,,BUNDOORA,VIC,3083,03 9467 2499,707,Whittlesea (C),-37.69501,145.05467
Independent,2,1788,St John's College Preston,Pri/Sec,O,21 Railway Place West,,PRESTON,VIC,3072,21 Railway Place West,,PRESTON,VIC,3072,03 9480 5300,189,Darebin (C),-37.74725,144.99874
Independent,2,1789,Good Shepherd Lutheran Primary School,Primary,O,53-57 Plymouth Rd,,CROYDON HILLS,VIC,3136,53-57 Plymouth Rd,,CROYDON HILLS,VIC,3136,03 9725 8255,441,Maroondah (C),-37.78268,145.26862
Independent,2,1792,Oxley Christian College,Pri/Sec,O,15 - 49 Old Melbourne Rd,,CHIRNSIDE PARK,VIC,3116,PO Box 553,,LILYDALE,VIC,3140,03 9727 9900,745,Yarra Ranges (S),-37.76357,145.30513
Independent,2,1793,Olivet Christian College,Pri/Sec,O,89 Main Rd,,CAMPBELLS CREEK,VIC,3451,89 Main Rd,,CAMPBELLS CREEK,VIC,3451,03 5472 3817,543,Mount Alexander (S),-37.08849,144.20542
Independent,2,1794,Covenant College,Pri/Sec,O,105 Creamery Road,,BELL POST HILL,VIC,3215,Creamery Road Mail Centre,,GEELONG,VIC,3221,03 5278 5122,275,Greater Geelong (C),-38.09719,144.318
Independent,2,1795,Mountain District Christian School,Pri/Sec,O,325 Macclesfield Road,,MONBULK,VIC,3793,PO Box 483,,MONBULK,VIC,3793,03 9756 7244,745,Yarra Ranges (S),-37.85665,145.45271
Catholic,2,1800,Catholic College Wodonga,Secondary,O,1 Bowman Court,,WODONGA,VIC,3690,PO Box 591,,WODONGA,VIC,3689,02 6043 5500,717,Wodonga (C),-36.12962,146.86239
Catholic,2,1801,Caroline Chisholm Catholic College,Secondary,O,204 Churchill Avenue,,BRAYBROOK,VIC,3019,204 Churchill Avenue,,BRAYBROOK,VIC,3019,03 9296 5311,433,Maribyrnong (C),-37.78586,144.8501
Catholic,2,1803,St Thomas More School,Primary,O,Cuthbert's Road,,ALFREDTON,VIC,3350,PO Box 230w,,BALLARAT WEST,VIC,3350,03 5334 2244,57,Ballarat (C),-37.55349,143.79995
Catholic,2,1804,St Mary's School,Primary,O,58 Clegg Road,,MOUNT EVELYN,VIC,3796,PO Box 317,,MOUNT EVELYN,VIC,3796,03 9736 2219,745,Yarra Ranges (S),-37.79052,145.39586
Catholic,2,1805,St Anne's School,Primary,O,60 Knees Road,,PARK ORCHARDS,VIC,3114,60 Knees Road,,PARK ORCHARDS,VIC,3114,03 9876 1533,421,Manningham (C),-37.7733,145.21859
Catholic,2,1806,St Gabriel's School,Primary,O,30-50 Rangeview Drive,,TRARALGON WEST,VIC,3844,30-50 Rangeview Drive,,TRARALGON WEST,VIC,3844,03 5174 5515,381,Latrobe (C),-38.18765,146.51105
Catholic,2,1807,Our Lady's School,Primary,O,Craigieburn Road West,,CRAIGIEBURN,VIC,3064,Craigieburn Road West,,CRAIGIEBURN,VIC,3064,03 9308 2011,327,Hume (C),-37.5986,144.93137
Catholic,2,1808,St Augustine's School,Primary,O,80 Golf Links Road,,FRANKSTON SOUTH,VIC,3199,80 Golf Links Road,,FRANKSTON SOUTH,VIC,3199,03 9781 3007,217,Frankston (C),-38.17205,145.14587
Catholic,2,1809,St Francis of Assisi School,Primary,O,290-312 Childs Road,,MILL PARK,VIC,3082,290-312 Childs Road,,MILL PARK,VIC,3082,03 9407 3100,707,Whittlesea (C),-37.66499,145.05891
Catholic,2,1810,Loyola College,Secondary,O,325 Grimshaw Street,,WATSONIA,VIC,3087,325 Grimshaw Street,,WATSONIA,VIC,3087,03 9434 4466,66,Banyule (C),-37.7034,145.08073
Catholic,2,1811,Catholic Regional College,Secondary,O,109-141 Bulman's Road,,MELTON,VIC,3337,PO Box 530,,MELTON,VIC,3337,03 8099 6000,465,Melton (C),-37.67725,144.55041
Independent,2,1812,Newhaven College,Pri/Sec,O,1770 Phillip Island Road,,RHYLL,VIC,3923,1770 Phillip Island Road,,RHYLL,VIC,3923,03 5956 7505,74,Bass Coast (S),-38.48834,145.27232
Independent,2,1813,St John's Lutheran School,Primary,O,43-55 Trangmar Street,,PORTLAND,VIC,3305,43-55 Trangmar Street,,PORTLAND,VIC,3305,03 5523 3833,241,Glenelg (S),-38.35679,141.58984
Independent,2,1814,Middle School – Highton,Pri/Sec,O,18 Burdekin Road,,HIGHTON,VIC,3216,18 Burdekin Road,,HIGHTON,VIC,3216,03 5241 1899,275,Greater Geelong (C),-38.18524,144.31307
Independent,2,1816,Billanook College,Pri/Sec,O,197-199 Cardigan Road,,MOOROOLBARK,VIC,3138,197-199 Cardigan Road,,MOOROOLBARK,VIC,3138,03 9725 5388,745,Yarra Ranges (S),-37.78785,145.33887
Independent,2,1819,Fitzroy Community School,Primary,O,597 Brunswick Street,,FITZROY NORTH,VIC,3068,597 Brunswick Street,,FITZROY NORTH,VIC,3068,03 9489 5700,735,Yarra (C),-37.78917,144.97981
Catholic,2,1820,St Paul Apostle South School,Primary,O,9 William Hovell Drive,,ENDEAVOUR HILLS,VIC,3802,9 William Hovell Drive,,ENDEAVOUR HILLS,VIC,3802,03 9700 3663,161,Casey (C),-37.98052,145.25793
Catholic,2,1821,St Andrew's School,Primary,O,96 Bunney Road,,CLAYTON SOUTH,VIC,3169,96 Bunney Road,,CLAYTON SOUTH,VIC,3169,03 9551 5094,343,Kingston (C),-37.93489,145.10719
Catholic,2,1822,St Thomas More's School,Primary,O,313 Canadian Bay Road,,MOUNT ELIZA,VIC,3930,PO Box 240,,MOUNT ELIZA,VIC,3930,03 9787 7788,534,Mornington Peninsula (S),-38.19773,145.10114
Catholic,2,1823,St Francis' School,Primary,O,Chapel Street,,NATHALIA,VIC,3638,PO Box 66,,NATHALIA,VIC,3638,03 5866 2271,490,Moira (S),-36.0586,145.20774
Independent,2,1824,Creek Street Christian College,Pri/Sec,O,91 Creek Street,,BENDIGO,VIC,3550,91 Creek Street,,BENDIGO,VIC,3550,03 5442 1722,262,Greater Bendigo (C),-36.76553,144.27158
Independent,2,1825,Good Shepherd College,Pri/Sec,O,297 Mount Napier Road,,HAMILTON,VIC,3300,297 Mount Napier Road,,HAMILTON,VIC,3300,03 5571 2595,626,Southern Grampians (S),-37.77083,142.04149
Independent,2,1826,Plenty Valley Christian College,Pri/Sec,O,840 Yan Yean Road,,DOREEN,VIC,3754,840 Yan Yean Road,,DOREEN,VIC,3754,03 9717 7400,571,Nillumbik (S),-37.61346,145.13879
Catholic,2,1829,St James the Apostle School,Primary,O,Derrimut Road,,HOPPERS CROSSING NORTH,VIC,3029,Derrimut Road,,HOPPERS CROSSING NORTH,VIC,3029,03 9749 1000,726,Wyndham (C),-37.85729,144.68749
Catholic,2,1830,St Simon's School,Primary,O,2 Taylors Lane,,ROWVILLE,VIC,3178,2 Taylors Lane,,ROWVILLE,VIC,3178,03 9755 4222,367,Knox (C),-37.92568,145.24533
Catholic,2,1831,Queen of Peace Primary School,Primary,O,62 Everingham Road,,ALTONA MEADOWS,VIC,3028,PO Box 1259,,ALTONA MEADOWS,VIC,3028,03 9369 2581,311,Hobsons Bay (C),-37.87515,144.7917
Catholic,2,1832,Don Bosco School,Primary,O,496 Princes Highway,,NARRE WARREN,VIC,3805,496 Princes Highway,,NARRE WARREN,VIC,3805,03 9704 7255,161,Casey (C),-38.02597,145.31501
Catholic,2,1833,Our Lady Star of the Sea School,Primary,O,13-29 John Dory Drive,,OCEAN GROVE,VIC,3226,PO Box 800,,OCEAN GROVE,VIC,3226,03 5255 4308,275,Greater Geelong (C),-38.26078,144.54016
Catholic,2,1834,Catholic Regional College Institute of Training,Secondary,O,380 Sydenham Road,,SYDENHAM,VIC,3037,380 Sydenham Road,,SYDENHAM,VIC,3037,03 9361 0000,118,Brimbank (C),-37.69914,144.77101
Catholic,2,1835,Catholic Regional College North Keilor,Secondary,O,Santa Monica Drive,,KEILOR NORTH,VIC,3036,PO Box 40,,TAYLORS LAKES,VIC,3038,03 9361 5900,118,Brimbank (C),-37.69994,144.80506
Independent,2,1836,Village School,Primary,O,9-13 Holloway Road,,CROYDON NORTH,VIC,3136,PO Box 5101,,WONGA PARK,VIC,3115,03 9726 4766,441,Maroondah (C),-37.76375,145.29449
Independent,2,1837,Bayside Christian College,Pri/Sec,O,120-128 Robinsons Road,,LANGWARRIN SOUTH,VIC,3911,PO Box 37,,FRANKSTON,VIC,3199,03 5971 6700,217,Frankston (C),-38.17863,145.16302
Independent,2,1838,Andale School,Special,O,84 Charles Street,,KEW,VIC,3101,PO Box 2483,,KEW,VIC,3101,03 9853 3911,111,Boroondara (C),-37.80551,145.03604
Independent,2,1839,Trinity Lutheran College,Pri/Sec,O,920 Fifteenth Street,,MILDURA,VIC,3500,920 Fifteenth Street,,MILDURA,VIC,3500,03 5023 7013,478,Mildura (RC),-34.2016,142.12879
Independent,2,1840,Goulburn Valley Grammar School,Pri/Sec,O,455 Verney Road,,SHEPPARTON,VIC,3630,PO Box 757,,SHEPPARTON,VIC,3632,03 5821 8155,283,Greater Shepparton (C),-36.32748,145.41558
