school_name,address,town,lga_name,x,y
Tatura Primary School,28-40 Albert Street Tatura VIC 3616,Tatura,Greater Shepparton (C),-36.44497,145.22992
Toolamba Primary School,69-77 Wren Street Toolamba VIC 3614,Toolamba,Greater Shepparton (C),-36.490520000000004,145.34418
Harston Primary School,155 Harston Road Tatura VIC 3616,Tatura,Greater Shepparton (C),-36.46986,145.14175
Osbornes Flat Primary School,354 Osbornes Flat Road Osbornes Flat VIC 3691,Osbornes Flat,Indigo (S),-36.31716,146.89257
Frankston Primary School,Davey Street Frankston VIC 3199,Frankston,Frankston (C),-38.14756,145.12403
Donald Primary School,Walker Street Donald VIC 3480,Donald,Buloke (S),-36.36721,142.98463
Beveridge Primary School,Arrowsmith Street Beveridge VIC 3753,Beveridge,Mitchell (S),-37.47206,144.97776000000002
St Kilda Primary School,2B Brighton Road St Kilda VIC 3182,St Kilda,Port Phillip (C),-37.87022,144.98901999999998
Cape Clear Primary School,1539 Scarsdale-pitfield Road Cape Clear VIC 3351,Cape Clear,Golden Plains (S),-37.791959999999996,143.60821
Warburton Primary School,16 Horners Road Warburton VIC 3799,Warburton,Yarra Ranges (S),-37.7558,145.7017
Tallarook Primary School,52 Main Road Tallarook VIC 3659,Tallarook,Mitchell (S),-37.096759999999996,145.10067
Barnawartha Primary School,11-17 Stanely Street Barnawartha VIC 3688,Barnawartha,Indigo (S),-36.10131,146.67588999999998
Fitzroy North Primary School,3 Fergie Street Fitzroy North VIC 3068,Fitzroy North,Yarra (C),-37.78502,144.98415
Ashby Primary School,1-7 Waratah Street Geelong West VIC 3218,Geelong West,Greater Geelong (C),-38.13856,144.3471
Preston Primary School,240 Tyler Street Preston VIC 3072,Preston,Darebin (C),-37.73055,145.01031
Tooradin Primary School,Bayview Road Tooradin VIC 3980,Tooradin,Casey (C),-38.20763,145.37849
Glenferrie Primary School,78 - 98 Manningtree Road Hawthorn VIC 3122,Hawthorn,Boroondara (C),-37.82405,145.03396999999998
Elmore Primary School,36 Michie Street Elmore VIC 3558,Elmore,Greater Bendigo (C),-36.4972,144.60891
Dookie Primary School,Baldock Street Dookie VIC 3646,Dookie,Greater Shepparton (C),-36.331070000000004,145.68278999999998
Brighton Primary School,59 Wilson Street Brighton VIC 3186,Brighton,Bayside (C),-37.912209999999995,145.00108
Natimuk Primary School,38 Old Noradjuha Road Natimuk VIC 3409,Natimuk,Horsham (RC),-36.741240000000005,141.9505
Murtoa College,Webb Street Murtoa VIC 3390,Murtoa,Yarriambiack (S),-36.6235,142.47574
Big Hill Primary School,5644 Calder Highway Big Hill VIC 3555,Big Hill,Greater Bendigo (C),-36.83058,144.24247
Clunes Primary School,Canterbury Street Clunes VIC 3370,Clunes,Hepburn (S),-37.29075,143.79211
Marnoo Primary School,80 Newall Street Marnoo VIC 3387,Marnoo,Northern Grampians (S),-36.67685,142.87035
Beechworth Primary School,17 Junction Road Beechworth VIC 3747,Beechworth,Indigo (S),-36.35543,146.69357
Ardmona Primary School,580 Turnbull Road Ardmona VIC 3629,Ardmona,Greater Shepparton (C),-36.385459999999995,145.31306999999998
Kilmore Primary School,35 Lancefield Road Kilmore VIC 3764,Kilmore,Mitchell (S),-37.295770000000005,144.94752
Macarthur Primary School,23 Russell Street Macarthur VIC 3286,Macarthur,Moyne (S),-38.030879999999996,142.00146999999998
Barwon Heads Primary School,Golf Links Road Barwon Heads VIC 3227,Barwon Heads,Greater Geelong (C),-38.28119,144.48703999999998
Keilor Primary School,25 Kennedy Street Keilor VIC 3036,Keilor,Brimbank (C),-37.7169,144.8357
Dunolly Primary School,8 Elgin Street Dunolly VIC 3472,Dunolly,Central Goldfields (S),-36.85155,143.73358000000002
Springhurst Primary School,121 Anzac Road Springhurst VIC 3682,Springhurst,Wangaratta (RC),-36.184670000000004,146.4681
Dixons Creek Primary School,1815 Melba Highway Dixons Creek VIC 3775,Dixons Creek,Yarra Ranges (S),-37.59234,145.41352
Trentham District Primary School,8 Bridge Street Trentham VIC 3458,Trentham,Hepburn (S),-37.38797,144.3281
Warrenheip Primary School,93 Warrenheip Road Warrenheip VIC 3352,Warrenheip,Ballarat (C),-37.5741,143.92743000000002
Maiden Gully Primary School,10 Carolyn Way Maiden Gully VIC 3551,Maiden Gully,Greater Bendigo (C),-36.74419,144.2097
Rupanyup Primary School,22 Dyer Street Rupanyup VIC 3388,Rupanyup,Yarriambiack (S),-36.632220000000004,142.62861
Goornong Primary School,26 Grant Street Goornong VIC 3557,Goornong,Greater Bendigo (C),-36.617,144.50468
Oakleigh Primary School,20 Warrigal Road Oakleigh VIC 3166,Oakleigh,Monash (C),-37.89447,145.08862
Ceres Primary School,605 Barrabool Road Ceres VIC 3221,Ceres,Greater Geelong (C),-38.17355,144.26673
Malvern Central School,Spring Road Malvern VIC 3144,Malvern,Stonnington (C),-37.85601,145.0344
Daylesford Primary School,102-128 Vincent Street Daylesford VIC 3460,Daylesford,Hepburn (S),-37.3451,144.14156
Mooroopna North Primary School,835 Ardmona Road Mooroopna VIC 3629,Mooroopna,Greater Shepparton (C),-36.32914,145.29849
Swan Reach Primary School,21 School Road Swan Reach VIC 3903,Swan Reach,East Gippsland (S),-37.82108,147.86479
Amphitheatre Primary School,16 School Road Amphitheatre VIC 3468,Amphitheatre,Pyrenees (S),-37.184129999999996,143.39924
Deans Marsh Primary School,30 Deans Marsh-Lorne Road Deans Marsh VIC 3235,Deans Marsh,Surf Coast (S),-38.399879999999996,143.88575
Drysdale Primary School,52-66 Clifton Springs Rd Drysdale VIC 3222,Drysdale,Greater Geelong (C),-38.16916,144.57175
St Arnaud Primary School,Charlton Road St Arnaud VIC 3478,St Arnaud,Northern Grampians (S),-36.6102,143.25753999999998
Nullawarre and District Primary School,132 Henry's Sawmill Road Nullawarre VIC 3268,Nullawarre,Moyne (S),-38.46676,142.73443
Macedon Primary School,67 Smith Street Macedon VIC 3440,Macedon,Macedon Ranges (S),-37.418690000000005,144.56268
Arthurs Creek Primary School,900 Arthurs Creek Road Arthurs Creek VIC 3099,Arthurs Creek,Nillumbik (S),-37.579,145.2025
Rye Primary School,Lyons St Rye VIC 3941,Rye,Mornington Peninsula (S),-38.37312,144.82381999999998
Buxton Primary School,2208 Maroondah Highway Buxton VIC 3711,Buxton,Murrindindi (S),-37.4214,145.70905
Moonambel Primary School,24 Humffray Street Moonambel VIC 3478,Moonambel,Pyrenees (S),-36.98986,143.32074
Baringhup Primary School,Mitchell Street Baringhup VIC 3463,Baringhup,Mount Alexander (S),-36.977,143.96782
Longford Primary School,6380 South Gippsland Highway Longford VIC 3851,Longford,Wellington (S),-38.16956,147.08841
Harkaway Primary School,65-67 King Road Harkaway VIC 3806,Harkaway,Casey (C),-38.00104,145.3453
Balnarring Primary School,1 Civic Court Balnarring VIC 3926,Balnarring,Mornington Peninsula (S),-38.37672,145.12282
Carraragarmungee Primary School,1005 Wangaratta-Eldorado Road Londrigan VIC 3678,Londrigan,Wangaratta (RC),-36.3289,146.46086
Euroa Primary School,Clifton Street Euroa VIC 3666,Euroa,Strathbogie (S),-36.755959999999995,145.57208
Pyramid Hill College,101 Kelly Street Pyramid Hill VIC 3575,Pyramid Hill,Loddon (S),-36.04736,144.11368000000002
Shepparton East Primary School,15 School Road Shepparton East VIC 3631,Shepparton East,Greater Shepparton (C),-36.39993,145.47925
Nicholson Primary School,Princes Highway Nicholson VIC 3882,Nicholson,East Gippsland (S),-37.81578,147.74791000000002
Kialla West Primary School,7370 Goulburn Valley Highway Kialla West VIC 3631,Kialla West,Greater Shepparton (C),-36.46601,145.38946
Miners Rest Primary School,Dundas Street Miners Rest VIC 3352,Miners Rest,Ballarat (C),-37.47768,143.79516
Glenrowan Primary School,40 Beaconsfield Parade Glenrowan VIC 3675,Glenrowan,Wangaratta (RC),-36.460190000000004,146.22234
Warrnambool Primary School,Jamieson Street Warrnambool VIC 3280,Warrnambool,Warrnambool (C),-38.37728,142.48256999999998
Devenish Primary School,76 Main Road Devenish VIC 3726,Devenish,Benalla (RC),-36.32654,145.89434
Undera Primary School,45-55 Anderson Street Undera VIC 3629,Undera,Greater Shepparton (C),-36.27636,145.21893
Dederang Primary School,4364 Kiewa Valley Highway Dederang VIC 3691,Dederang,Alpine (S),-36.46925,147.01531
Eppalock Primary School,149 Patons Road Axe Creek VIC 3551,Axe Creek,Greater Bendigo (C),-36.841770000000004,144.38773
Silvan Primary School,269 Monbulk Road Silvan VIC 3795,Silvan,Yarra Ranges (S),-37.8246,145.42132
Wendouree Primary School,1224 Howitt Street Wendouree VIC 3355,Wendouree,Ballarat (C),-37.53928,143.82816
Lancaster Primary School,8 Weller Road Lancaster VIC 3620,Lancaster,Campaspe (S),-36.31325,145.13282
Raywood Primary School,18-22 Sandhurst Street Raywood VIC 3570,Raywood,Greater Bendigo (C),-36.53947,144.2048
Drummond Primary School,9 Lauriston Road Drummond VIC 3461,Drummond,Hepburn (S),-37.2357,144.33018
Puckapunyal Primary School,Alamein Road Puckapunyal VIC 3662,Puckapunyal,Mitchell (S),-37.002629999999996,145.03351
Landsborough Primary School,82 McKinlay Street Landsborough VIC 3384,Landsborough,Pyrenees (S),-37.00586,143.13591
Lysterfield Primary School,Bellfield Drive Lysterfield VIC 3156,Lysterfield,Knox (C),-37.9116,145.27623
Winton Primary School,Fox Street Winton VIC 3673,Winton,Benalla (RC),-36.516329999999996,146.08133999999998
Merrigum Primary School,Judd Avenue Merrigum VIC 3618,Merrigum,Greater Shepparton (C),-36.36932,145.12966
Bethanga Primary School,5 Beardmore Street Bethanga VIC 3691,Bethanga,Towong (S),-36.12064,147.09576
Abbotsford Primary School,Lithgow Street Abbotsford VIC 3067,Abbotsford,Yarra (C),-37.80898,144.99881000000002
Newtown Primary School,Aberdeen Street Newtown VIC 3220,Newtown,Greater Geelong (C),-38.14577,144.3372
Windsor Primary School,12 Hornby Street Windsor VIC 3181,Windsor,Stonnington (C),-37.8573,144.99569
Narre Warren North Primary School,15-31 A'beckett Road Narre  Warren  North VIC 3804,Narre  Warren  North,Casey (C),-37.978590000000004,145.31691999999998
Buchan Primary School,4 Dalley Street Buchan VIC 3885,Buchan,East Gippsland (S),-37.49774,148.18081999999998
Anakie Primary School,2125-2135 Ballan Road Anakie VIC 3213,Anakie,Greater Geelong (C),-37.91267,144.25511
Moolap Primary School,30 Wills Cres Moolap VIC 3221,Moolap,Greater Geelong (C),-38.17096,144.42431000000002
Footscray City Primary School,10 Hyde Street Footscray VIC 3011,Footscray,Maribyrnong (C),-37.8064,144.90025
Newham Primary School,1271 Rochford Road Newham VIC 3442,Newham,Macedon Ranges (S),-37.31215,144.59476
Plenty Parklands Primary School,48 Blossom Park Drive Mill Park VIC 3082,Mill Park,Whittlesea (C),-37.66973,145.07693999999998
White Hills Primary School,16 Plumridge Street White Hills VIC 3550,White Hills,Greater Bendigo (C),-36.727940000000004,144.30415
Mount Egerton Primary School,58 Church Street Mount Egerton VIC 3352,Mount Egerton,Moorabool (S),-37.62852,144.10217
Drouin Primary School,153-161 Princes Way Drouin VIC 3818,Drouin,Baw Baw (S),-38.13286,145.85384
Wunghnu Primary School,Brunton Street Wunghnu VIC 3635,Wunghnu,Moira (S),-36.150659999999995,145.4306
Maroona Primary School,7431 Mortlake-ararat Road Maroona VIC 3377,Maroona,Ararat (RC),-37.4328,142.85846999999998
Jindivick Primary School,1080 Jacksons Track Jindivick VIC 3818,Jindivick,Baw Baw (S),-38.02762,145.90113
Talgarno Primary School,14 Talgarno School Lane Talgarno VIC 3691,Talgarno,Towong (S),-36.0658,147.15915
Bungaree Primary School,348 Bungaree-wallace Road Bungaree VIC 3352,Bungaree,Moorabool (S),-37.557590000000005,144.0071
Little River Primary School,21 Flinders Street Little River VIC 3211,Little River,Wyndham (C),-37.96501,144.50037
Cowwarr Primary School,Church Street Cowwarr VIC 3857,Cowwarr,Wellington (S),-38.0137,146.69896
Morang South Primary School,77 Gorge Road South Morang VIC 3752,South Morang,Whittlesea (C),-37.65287,145.09467
Camp Hill Primary School,50 Gaol Rd Bendigo VIC 3550,Bendigo,Greater Bendigo (C),-36.75571,144.27804
Pyalong Primary School,10-14 Bourke Street Pyalong VIC 3521,Pyalong,Mitchell (S),-37.11724,144.85709
Winchelsea Primary School,60 Main Street Winchelsea VIC 3241,Winchelsea,Surf Coast (S),-38.24449,143.98428
Buln Buln Primary School,15 Old Sale Road Buln Buln VIC 3821,Buln Buln,Baw Baw (S),-38.09935,145.93816999999999
Macarthur Street Primary School,401 Macarthur Street Soldiers Hill VIC 3350,Soldiers Hill,Ballarat (C),-37.55115,143.85748999999998
Elliminyt Primary School,135 Slater Street Elliminyt VIC 3249,Elliminyt,Colac-Otway (S),-38.36135,143.5837
Mornington Primary School,Vale Street Mornington VIC 3931,Mornington,Mornington Peninsula (S),-38.22181,145.04308999999998
Hamilton North Primary School,34 - 50 Andrews Street Hamilton VIC 3300,Hamilton,Southern Grampians (S),-37.726459999999996,141.99515
Mount Blowhard Primary School,527 Millers Road Blowhard VIC 3352,Blowhard,Ballarat (C),-37.42924,143.78644
Creswick North Primary School,93 Macs Street Creswick VIC 3363,Creswick,Hepburn (S),-37.408840000000005,143.89082
Black Hill Primary School,601 Chisholm Street Ballarat VIC 3350,Ballarat,Ballarat (C),-37.54984,143.86978
Brighton Beach Primary School,19 Windermere Crescent Brighton VIC 3186,Brighton,Bayside (C),-37.9221,144.99611000000002
Castlemaine North Primary School,270 Barker Street Castlemaine VIC 3450,Castlemaine,Mount Alexander (S),-37.057829999999996,144.21899
Yarrambat Primary School,552 Yan Yean Road Yarrambat VIC 3091,Yarrambat,Nillumbik (S),-37.64124,145.1331
Casterton Primary School,14 - 24 Mc Pherson Street Casterton VIC 3311,Casterton,Glenelg (S),-37.58655,141.4052
Nathalia Primary School,5 Bromley Street Nathalia VIC 3638,Nathalia,Moira (S),-36.057520000000004,145.20588999999998
Chilwell Primary School,313a Pakington Street Newtown VIC 3220,Newtown,Greater Geelong (C),-38.15511,144.34538
Greensborough Primary School,130 Grimshaw Street Greensborough VIC 3088,Greensborough,Banyule (C),-37.70357,145.1005
Teesdale Primary School,Main Road Teesdale VIC 3328,Teesdale,Golden Plains (S),-38.02923,144.05459
Cranbourne Primary School,Bakewell Street Cranbourne VIC 3977,Cranbourne,Casey (C),-38.11186,145.28785
Katamatite Primary School,4 - 6 Currajong Avenue Katamatite VIC 3649,Katamatite,Moira (S),-36.07735,145.6853
Buangor Primary School,26 School Road Buangor VIC 3375,Buangor,Ararat (RC),-37.36404,143.17502
Leitchville Primary School,2-4 Hawken Street Leitchville VIC 3567,Leitchville,Gannawarra (S),-35.90955,144.30209
Whittlesea Primary School,2425-2435 Plenty Road Whittlesea VIC 3757,Whittlesea,Whittlesea (C),-37.51427,145.11405
Little Bendigo Primary School,8 Monte Street Nerrina VIC 3350,Nerrina,Ballarat (C),-37.5429,143.89506
Urquhart Park Primary School,49 Inkerman Street Ballarat VIC 3350,Ballarat,Ballarat (C),-37.56602,143.83122
Warragul Primary School,44 Bowen Street Warragul VIC 3820,Warragul,Baw Baw (S),-38.15634,145.92813999999998
Kangaroo Ground Primary School,Cr Graham&Eltham-Yarra Glen Rd Kangaroo Ground VIC 3097,Kangaroo Ground,Nillumbik (S),-37.69174,145.21466
Traralgon South Primary School,13 - 19 Keith Morgan Drive Traralgon South VIC 3844,Traralgon South,Latrobe (C),-38.297259999999994,146.54015
Coleraine Primary School,124 Church Street Coleraine VIC 3315,Coleraine,Southern Grampians (S),-37.60184,141.68403999999998
Lake Charm Primary School,1939 Murray Valley Highway Lake Charm VIC 3581,Lake Charm,Gannawarra (S),-35.606640000000006,143.80023
Ripplebrook Primary School,2260 Westernport Road Ripplebrook VIC 3818,Ripplebrook,Baw Baw (S),-38.20349,145.75849
Numurkah Primary School,12 Quinn Street Numurkah VIC 3636,Numurkah,Moira (S),-36.09024,145.445
Moe (Albert Street) Primary School,40 Albert Street Moe VIC 3825,Moe,Latrobe (C),-38.17471,146.26435
Geelong South Primary School,200 Yarra Street South Geelong VIC 3220,South Geelong,Greater Geelong (C),-38.156940000000006,144.35857
Bayswater Primary School,2 Birch Street Bayswater VIC 3153,Bayswater,Knox (C),-37.8433,145.25936000000002
Minyip Primary School,21 Main Street Minyip VIC 3392,Minyip,Yarriambiack (S),-36.462709999999994,142.5841
Mulgrave Primary School,Gladeswood Drive Mulgrave VIC 3170,Mulgrave,Monash (C),-37.93295,145.19737
Yarragon Primary School,65 Loch Street Yarragon VIC 3823,Yarragon,Baw Baw (S),-38.20937,146.06096000000002
Tyers Primary School,Main Road Tyers VIC 3844,Tyers,Latrobe (C),-38.14911,146.47754
Trafalgar Primary School,84 School Road Trafalgar VIC 3824,Trafalgar,Baw Baw (S),-38.21476,146.15986999999998
Kinglake Primary School,20 Mcmahons Rd Kinglake VIC 3763,Kinglake,Murrindindi (S),-37.521570000000004,145.35664
Ellinbank Primary School,13 Community Place Ellinbank VIC 3821,Ellinbank,Baw Baw (S),-38.24023,145.93563
Tambo Upper Primary School,890 Tambo Upper Road Tambo Upper VIC 3885,Tambo Upper,East Gippsland (S),-37.7662,147.8452
Baranduda Primary School,7 Verbena Street Baranduda VIC 3691,Baranduda,Wodonga (C),-36.18053,146.94812
Tungamah Primary School,15 -17 Tower Street Tungamah VIC 3728,Tungamah,Moira (S),-36.16131,145.87947
Bunyip Primary School,1290 Nar Nar Goon - Longwarry Road Bunyip VIC 3815,Bunyip,Cardinia (S),-38.09884,145.71251
Gunbower Primary School,School Road Gunbower VIC 3566,Gunbower,Campaspe (S),-35.95463,144.37232
Nar Nar Goon Primary School,27 Spencer Street Nar Nar Goon VIC 3812,Nar Nar Goon,Cardinia (S),-38.082770000000004,145.57401000000002
Toora Primary School,5 Harriet Street Toora VIC 3962,Toora,South Gippsland (S),-38.66352,146.32799
Montrose Primary School,17-21 Leith Road Montrose VIC 3765,Montrose,Yarra Ranges (S),-37.8081,145.34368999999998
Koondrook Primary School,9 Punt Road Koondrook VIC 3580,Koondrook,Gannawarra (S),-35.63487,144.12986999999998
Katunga South Primary School,245 Hays Road Katunga VIC 3640,Katunga,Moira (S),-36.01838,145.45893999999998
Magpie Primary School,61 Docwra Street Magpie VIC 3352,Magpie,Ballarat (C),-37.61571,143.84327
Tawonga Primary School,Kiewa Valley Highway Tawonga VIC 3697,Tawonga,Alpine (S),-36.6914,147.14325
Narracan Primary School,32 School Road Narracan VIC 3824,Narracan,Baw Baw (S),-38.26158,146.23163
Drouin South Primary School,3061 Westernport Road Drouin South VIC 3818,Drouin South,Baw Baw (S),-38.17057,145.82682
Eskdale Primary School,3790 Omeo Highway Eskdale VIC 3701,Eskdale,Towong (S),-36.465270000000004,147.25125
Darnum Primary School,6 Graham Street Darnum VIC 3822,Darnum,Baw Baw (S),-38.18773,145.9997
Moorooduc Primary School,Cnr Derril Rd & Mornington Tyabb Rd Moorooduc VIC 3933,Moorooduc,Mornington Peninsula (S),-38.248090000000005,145.10517
